ID	KBase Model	ModelSEEDpy Model	Name	Equation
EX_cpd00100_e0	Y	Y	EX_cpd00100_e0	Exchange for Glycerol_e0	cpd00100_e0 <=> 
rxn00513_c0	Y	Y	rxn00513_c0	ITP phosphohydrolase_c0	cpd00001_c0 + cpd00068_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00090_c0
rxn06526_c0	Y	Y	rxn06526_c0	protein-dithiol:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd12072_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd12139_c0
rxn06078_c0	Y	Y	rxn06078_c0	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0	cpd00268_c0 + cpd00790_c0 + cpd11421_c0 --> cpd00029_c0 + cpd00067_c0 + cpd00081_c0 + cpd00135_c0 + cpd11420_c0
rxn00117_c0	Y	Y	rxn00117_c0	ATP:UDP phosphotransferase_c0	cpd00002_c0 + cpd00014_c0 <=> cpd00008_c0 + cpd00062_c0
rxn00132_c0	Y	Y	rxn00132_c0	Adenosine 5'-monophosphate phosphohydrolase_c0	cpd00001_c0 + cpd00018_c0 --> cpd00009_c0 + cpd00182_c0
rxn01485_c0	Y	Y	rxn01485_c0	D-Glucosamine 1-phosphate 1,6-phosphomutase_c0	cpd03671_c0 <=> cpd00288_c0
EX_cpd00034_e0	Y	Y	EX_cpd00034_e0	Exchange for Zn2+_e0	cpd00034_e0 <=> 
rxn05226_c0	Y	Y	rxn05226_c0	D-glucose transport via PEP:Pyr PTS_c0	cpd00027_e0 + cpd00061_c0 <=> cpd00020_c0 + cpd00079_c0
rxn15021_c0	Y		rxn15021_c0	pyruvate:pyruvate acetaldehydetransferase (decarboxylating) [c0]	cpd00011_c0 + cpd19047_c0 <-- 2.0 cpd00020_c0 + cpd00067_c0
rxn01388_c0	Y	Y	rxn01388_c0	isocitrate hydro-lyase (cis-aconitate-forming)_c0	cpd00260_c0 <=> cpd00001_c0 + cpd00331_c0
rxn40037_c0	Y	Y	rxn40037_c0	L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]_c0	cpd00020_c0 + cpd00346_c0 <=> cpd00001_c0 + cpd00067_c0 + cpd21488_c0
rxn05559_c0	Y		rxn05559_c0	formate transport in via proton symport [c0]	cpd00047_e0 + cpd00067_e0 <=> cpd00047_c0 + cpd00067_c0
rxn00611_c0	Y	Y	rxn00611_c0	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0	cpd00003_c0 + cpd00080_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00095_c0
rxn09037_c0	Y	Y	rxn09037_c0	(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units)_c0	5.0 cpd00113_c0 + cpd00350_c0 --> 5.0 cpd00012_c0 + 5.0 cpd00067_c0 + cpd02557_c0
rxn00693_c0	Y	Y	rxn00693_c0	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0	cpd00135_c0 + cpd00345_c0 <=> cpd00060_c0 + cpd00087_c0
rxn01370_c0	Y	Y	rxn01370_c0	dGTP:uridine 5'-phosphotransferase_c0	cpd00241_c0 + cpd00249_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00295_c0
rxn13957_c0	Y		rxn13957_c0	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase [c0]	cpd00113_c0 + cpd17568_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02746_c0
rxn15296_c0	Y	Y	rxn15296_c0	6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)_c0	cpd00284_c0 --> cpd00001_c0 + cpd00945_c0
rxn07436_c0	Y	Y	rxn07436_c0	7-aminomethyl-7-carbaguanine:NADP+ oxidoreductase_c0	2.0 cpd00006_c0 + cpd01029_c0 <=> 2.0 cpd00005_c0 + 3.0 cpd00067_c0 + cpd14718_c0
rxn10264_c0	Y	Y	rxn10264_c0	isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	cpd00080_c0 + cpd15688_c0 <=> cpd00046_c0 + cpd15721_c0
rxn14415_c0	Y		rxn14415_c0	cytochrome-c oxidase (2 protons translocated) [c0]	0.5 cpd00007_c0 + 4.0 cpd00067_c0 + 3.0 cpd00110_c0 <=> cpd00001_c0 + 2.0 cpd00067_e0 + 3.0 cpd00109_c0
rxn45425_c0		Y	rxn45425_c0	rxn45425_c0	cpd00017_c0 + cpd00038_c0 + cpd26978_c0 <=> cpd00060_c0 + cpd00067_c0 + cpd03091_c0 + cpd22290_c0 + cpd36025_c0
rxn06591_c0		Y	rxn06591_c0	L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming)_c0	cpd00005_c0 + cpd00067_c0 + cpd12227_c0 <=> cpd00006_c0 + cpd02345_c0 + cpd11912_c0
rxn00671_c0	Y	Y	rxn00671_c0	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)_c0	cpd00003_c0 + cpd00010_c0 + cpd00287_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00086_c0
rxn09304_c0	Y		rxn09304_c0	TRANS-RXN-244.cp [c0]	cpd00067_e0 + cpd00161_c0 --> cpd00067_c0 + cpd00161_e0
rxn00423_c0	Y	Y	rxn00423_c0	acetyl-CoA:L-serine O-acetyltransferase_c0	cpd00022_c0 + cpd00054_c0 --> cpd00010_c0 + cpd00722_c0
rxn08017_c0	Y	Y	rxn08017_c0	acyl-[acyl-carrier-protein] synthetase  (n-C16:1)_c0	cpd00002_c0 + cpd11493_c0 + cpd15237_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd15239_c0
rxn09109_c0	Y	Y	rxn09109_c0	Phosphatidylglycerol synthase (n-C14:0)_c0	cpd00080_c0 + cpd15423_c0 <=> cpd00046_c0 + cpd15543_c0
rxn02000_c0	Y	Y	rxn02000_c0	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase_c0	cpd00521_c0 <=> cpd00522_c0
rxn01673_c0	Y	Y	rxn01673_c0	ATP:dCDP phosphotransferase_c0	cpd00002_c0 + cpd00533_c0 <=> cpd00008_c0 + cpd00356_c0
rxn04704_c0	Y	Y	rxn04704_c0	coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)_c0	2.0 cpd00017_c0 + cpd02083_c0 --> 2.0 cpd00011_c0 + 2.0 cpd00060_c0 + cpd00791_c0 + 2.0 cpd03091_c0
rxn01115_c0	Y	Y	rxn01115_c0	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)_c0	cpd00006_c0 + cpd00284_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00171_c0
rxn12633_c0	Y	Y	rxn12633_c0	RXN0-6975.c_c0	cpd00001_c0 + cpd11593_c0 <=> cpd00035_c0 + cpd00041_c0
rxn08557_c0	Y	Y	rxn08557_c0	glycerol-3-phosphate dehydrogenase (menaquinone-8)_c0	cpd00080_c0 + cpd15500_c0 --> cpd00095_c0 + cpd15499_c0
rxn00211_c0	Y	Y	rxn00211_c0	UDP-glucose:NAD+ 6-oxidoreductase_c0	cpd00001_c0 + 2.0 cpd00003_c0 + cpd00026_c0 <=> 2.0 cpd00004_c0 + 3.0 cpd00067_c0 + cpd00144_c0
rxn08297_c0	Y	Y	rxn08297_c0	diacylglycerol kinase (n-C16:0)_c0	cpd00002_c0 + cpd15309_c0 --> cpd00008_c0 + cpd15524_c0
rxn21729_c0	Y	Y	rxn21729_c0	adenylyltransferase and sulfurtransferase MOCS3_c0	cpd00002_c0 + cpd27484_c0 <-- cpd00012_c0 + cpd26672_c0
rxn05153_c0	Y	Y	rxn05153_c0	sulfate-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd00048_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00048_c0 + cpd00067_c0
rxn02988_c0	Y	Y	rxn02988_c0	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_c0	2.0 cpd00001_c0 + cpd00009_c0 + cpd02333_c0 <-- cpd00095_c0 + cpd03470_c0
rxn08822_c0	Y	Y	rxn08822_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)_c0	cpd00001_c0 + cpd15358_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd01080_c0
rxn04139_c0	Y	Y	rxn04139_c0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd03448_c0 --> cpd00001_c0 + cpd00006_c0 + cpd03449_c0
rxn02937_c0	Y	Y	rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0	cpd00002_c0 + cpd02826_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02140_c0
rxn05251_c0	Y	Y	rxn05251_c0	FACOAL170(anteiso)_c0	cpd00002_c0 + cpd00010_c0 + cpd11433_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11434_c0
rxn03062_c0	Y	Y	rxn03062_c0	3-Isopropylmalate:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd02693_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02605_c0
rxn05295_c0	Y		rxn05295_c0	mRNA synthesis	0.524495708488791 cpd00002_c0 + 0.644609229516758 cpd00038_c0 + 0.400378403426558 cpd00052_c0 + 0.432408675700682 cpd00062_c0 --> 2.00189201713279 cpd00012_c0 + cpd11462_c0
rxn05342_c0	Y	Y	rxn05342_c0	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd11484_c0 <=> cpd00005_c0 + cpd11491_c0
rxn00066_c0	Y	Y	rxn00066_c0	NADH:hydrogen-peroxide oxidoreductase_c0	cpd00004_c0 + cpd00025_c0 + cpd00067_c0 --> 2.0 cpd00001_c0 + cpd00003_c0
rxn08550_c0	Y	Y	rxn08550_c0	glycerol-3-phosphate acyltransferase (C16:1)_c0	2.0 cpd00067_c0 + cpd00080_c0 + cpd15239_c0 --> cpd11493_c0 + cpd15326_c0
rxn10222_c0	Y	Y	rxn10222_c0	isotetradecanoyl-phosphatidate cytidylyltransferase_c0	cpd00052_c0 + cpd15679_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15685_c0
rxn00368_c0	Y	Y	rxn00368_c0	UTP:cytidine 5'-phosphotransferase_c0	cpd00062_c0 + cpd00367_c0 --> cpd00014_c0 + cpd00046_c0 + cpd00067_c0
rxn02914_c0	Y	Y	rxn02914_c0	3-Phosphoserine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00738_c0 <=> cpd00023_c0 + cpd02069_c0
rxn01354_c0	Y	Y	rxn01354_c0	dGTP:pyruvate 2-O-phosphotransferase_c0	cpd00020_c0 + cpd00241_c0 <=> cpd00061_c0 + cpd00067_c0 + cpd00295_c0
rxn05516_c0	Y	Y	rxn05516_c0	Cadmium-translocating P-type ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd01012_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd01012_e0
rxn00272_c0	Y	Y	rxn00272_c0	L-Alanine:glyoxylate aminotransferase_c0	cpd00035_c0 + cpd00040_c0 <=> cpd00020_c0 + cpd00033_c0
rxn08441_c0	Y	Y	rxn08441_c0	myristoyl-CoA hydrolase_c0	cpd00001_c0 + cpd01695_c0 --> cpd00010_c0 + cpd00067_c0 + cpd03847_c0
rxn01128_c0	Y	Y	rxn01128_c0	dATP:cytidine 5'-phosphotransferase_c0	cpd00115_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00177_c0
rxn02803_c0	Y	Y	rxn02803_c0	Tetradecanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd01695_c0 <=> cpd00982_c0 + cpd03127_c0
rxn05199_c0	Y	Y	rxn05199_c0	Uridine permease_c0	cpd00067_e0 + cpd00249_e0 <=> cpd00067_c0 + cpd00249_c0
rxn01133_c0	Y	Y	rxn01133_c0	Acetyl-CoA:maltose O-acetyltransferase_c0	cpd00022_c0 + cpd00179_c0 --> cpd00010_c0 + cpd01441_c0
rxn00293_c0	Y	Y	rxn00293_c0	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase_c0	cpd00062_c0 + cpd02611_c0 --> cpd00012_c0 + cpd00037_c0
rxn21861_c0	Y	Y	rxn21861_c0	3-oxo-pimeloyl-[acp] methyl ester reductase_c0	cpd00005_c0 + cpd00067_c0 + cpd22028_c0 <=> cpd00006_c0 + cpd22065_c0
rxn01269_c0	Y	Y	rxn01269_c0	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0	cpd00006_c0 + cpd00219_c0 --> cpd00005_c0 + cpd00011_c0 + cpd00868_c0
rxn12847_c0	Y	Y	rxn12847_c0	Gly-Try aminopeptidase_c0	cpd00001_c0 + cpd15606_c0 <=> cpd00033_c0 + cpd00069_c0
rxn02866_c0	Y	Y	rxn02866_c0	3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd01882_c0 <-- cpd00982_c0 + cpd01966_c0
rxn15230_c0	Y		rxn15230_c0	Lactose galactohydrolase [c0]	cpd00001_c0 + cpd00208_c0 <=> cpd00108_c0 + cpd19001_c0
rxn01706_c0	Y	Y	rxn01706_c0	dUTP:cytidine 5'-phosphotransferase_c0	cpd00358_c0 + cpd00367_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd00978_c0
rxn01100_c0	Y	Y	rxn01100_c0	ATP:3-phospho-D-glycerate 1-phosphotransferase_c0	cpd00002_c0 + cpd00169_c0 <=> cpd00008_c0 + cpd00203_c0
rxn04070_c0	Y	Y	rxn04070_c0	pyridoxine 5'-phosphate synthase_c0	cpd08289_c0 + cpd08449_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd00478_c0
rxn03253_c0	Y	Y	rxn03253_c0	Decanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd03128_c0 <=> cpd00982_c0 + cpd03129_c0
rxn05348_c0	Y	Y	rxn05348_c0	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	cpd11474_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11489_c0 + cpd11493_c0
EX_cpd00116_e0	Y	Y	EX_cpd00116_e0	Exchange for Methanol_e0	cpd00116_e0 <=> 
rxn26021_c0	Y	Y	rxn26021_c0	MobA_c0	cpd00038_c0 + cpd19503_c0 <=> cpd00012_c0 + cpd21167_c0
EX_cpd00654_e0	Y	Y	EX_cpd00654_e0	Exchange for Deoxycytidine_e0	cpd00654_e0 <=> 
rxn05248_c0	Y	Y	rxn05248_c0	FACOAL150(anteiso)_c0	cpd00002_c0 + cpd00010_c0 + cpd11438_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11439_c0
rxn10270_c0	Y	Y	rxn10270_c0	isohexadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0	cpd00001_c0 + cpd15721_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15727_c0
rxn02175_c0	Y	Y	rxn02175_c0	ATP:pantetheine-4'-phosphate adenylyltransferase_c0	cpd00002_c0 + cpd00834_c0 --> cpd00012_c0 + cpd00655_c0
rxn01484_c0	Y	Y	rxn01484_c0	N-Acetyl-D-glucosamine-6-phosphate amidohydrolase_c0	cpd00001_c0 + cpd00293_c0 <=> cpd00029_c0 + cpd00288_c0
rxn01314_c0	Y	Y	rxn01314_c0	5,6,7,8-tetrahydrobiopterin:NADP+ oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd00231_c0 <=> cpd00006_c0 + cpd00233_c0
rxn15337_c0	Y	Y	rxn15337_c0	L-Rhamnose ketol-isomerase_c0	cpd01562_c0 <=> cpd00642_c0
rxn07433_c0	Y	Y	rxn07433_c0	R07602_c0	cpd00213_c0 + cpd14698_c0 <=> cpd00056_c0 + cpd14699_c0
rxn00342_c0	Y	Y	rxn00342_c0	L-Asparagine amidohydrolase_c0	cpd00001_c0 + cpd00132_c0 --> cpd00013_c0 + cpd00041_c0
rxn01333_c0	Y	Y	rxn01333_c0	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0	cpd00102_c0 + cpd00238_c0 <=> cpd00072_c0 + cpd00236_c0
rxn08807_c0	Y	Y	rxn08807_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)_c0	cpd00001_c0 + cpd15317_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15237_c0
rxn02320_c0	Y	Y	rxn02320_c0	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0
rxn08804_c0	Y	Y	rxn08804_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)_c0	cpd00001_c0 + cpd15314_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd03847_c0
rxn05496_c0	Y	Y	rxn05496_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ALPHA-ALANINE_L-ALPHA-ALANINE_c0	cpd00035_e0 + cpd00067_e0 <=> cpd00035_c0 + cpd00067_c0
rxn03439_c0	Y	Y	rxn03439_c0	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase_c0	cpd02546_c0 + cpd03585_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd03586_c0
rxn05120_c0	Y	Y	rxn05120_c0	protoheme IX farnesyltransferase_c0	cpd00001_c0 + cpd00028_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00067_c0 + cpd11313_c0
rxn00947_c0	Y	Y	rxn00947_c0	Palmitate:CoA ligase (AMP-forming)_c0	cpd00002_c0 + cpd00010_c0 + cpd00214_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd00134_c0
rxn12510_c0	Y	Y	rxn12510_c0	ATP:pantothenate 4'-phosphotransferase_c0	cpd00002_c0 + cpd00644_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02201_c0
rxn15249_c0	Y		rxn15249_c0	ATP:alpha-D-glucose 6-phosphotransferase [c0]	cpd00002_c0 + cpd19001_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd19006_c0
EX_cpd00239_e0	Y		EX_cpd00239_e0	Exchange for H2S [e0]	cpd00239_e0 <=> 
rxn10113_c0		Y	rxn10113_c0	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0	0.5 cpd00007_c0 + 2.5 cpd00067_c0 + cpd15561_c0 --> cpd00001_c0 + 2.5 cpd00067_e0 + cpd15560_c0
rxn08661_c0	Y	Y	rxn08661_c0	glycine transport in via sodium symport (periplasm)_c0	cpd00033_e0 + cpd00971_e0 <=> cpd00033_c0 + cpd00971_c0
rxn08294_c0	Y	Y	rxn08294_c0	diacylglycerol kinase (n-C12:0)_c0	cpd00002_c0 + cpd15306_c0 --> cpd00008_c0 + cpd15521_c0
rxn10199_c0	Y	Y	rxn10199_c0	Peptidoglycan subunit synthesis_c0	cpd03495_c0 + cpd15666_c0 <=> cpd02229_c0 + cpd15665_c0
rxn00140_c0	Y	Y	rxn00140_c0	adenosine 3',5'-phosphate 5'-nucleotidohydrolase_c0	cpd00001_c0 + cpd00446_c0 <=> cpd00018_c0 + cpd00067_c0
rxn05619_c0	Y		rxn05619_c0	ATP phosphohydrolase (molybdate-importing) [c0]	cpd00001_c0 + cpd00002_c0 + cpd11574_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd11574_c0
rxn01387_c0	Y	Y	rxn01387_c0	Isocitrate:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00260_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd03187_c0
rxn06510_c0	Y	Y	rxn06510_c0	Lauroyl-CoA:acetyl-CoA C-acyltransferase_c0	cpd00022_c0 + cpd01260_c0 <=> cpd00010_c0 + cpd12689_c0
rxn05317_c0	Y	Y	rxn05317_c0	Transport of deoxyadenosine, extracellular_c0	cpd00067_e0 + cpd00438_e0 <=> cpd00067_c0 + cpd00438_c0
rxn00209_c0	Y	Y	rxn00209_c0	Pyridoxine 5-phosphate:oxygen oxidoreductase_c0	cpd00007_c0 + cpd00478_c0 --> cpd00016_c0 + cpd00025_c0
rxn40368_c0	Y		rxn40368_c0	D-galactose 1-epimerase [c0]	cpd00108_c0 <=> cpd00724_c0
rxn02085_c0	Y	Y	rxn02085_c0	4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase_c0	cpd00067_c0 + cpd02311_c0 <=> cpd00001_c0 + cpd00581_c0
rxn09211_c0	Y	Y	rxn09211_c0	Phosphatidylserine syntase (n-C18:1)_c0	cpd00054_c0 + cpd15420_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15558_c0
rxn09448_c0	Y	Y	rxn09448_c0	fatty-acid--CoA ligase (octadecenoate)_c0	cpd00002_c0 + cpd00010_c0 + cpd15269_c0 --> cpd00012_c0 + cpd00018_c0 + cpd15274_c0
rxn02316_c0	Y		rxn02316_c0	UTP:D-Tagatose 6-phosphate 1-phosphotransferase [c0]	cpd00062_c0 + cpd00805_c0 --> cpd00014_c0 + cpd00067_c0 + cpd02371_c0
rxn00192_c0	Y	Y	rxn00192_c0	acetyl-CoA:L-glutamate N-acetyltransferase_c0	cpd00022_c0 + cpd00023_c0 --> cpd00010_c0 + cpd00067_c0 + cpd00477_c0
rxn00913_c0	Y	Y	rxn00913_c0	Guanosine 5'-monophosphate phosphohydrolase_c0	cpd00001_c0 + cpd00126_c0 --> cpd00009_c0 + cpd00311_c0
rxn10204_c0	Y	Y	rxn10204_c0	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase_c0	cpd00080_c0 + cpd00327_c0 --> cpd00010_c0 + cpd15329_c0
rxn17731_c0	Y	Y	rxn17731_c0	biotin synthase_c0	2.0 cpd00017_c0 + cpd00084_c0 + cpd01311_c0 --> cpd00035_c0 + 2.0 cpd00060_c0 + cpd00104_c0 + 2.0 cpd03091_c0
rxn00903_c0	Y	Y	rxn00903_c0	L-Valine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0
rxn01973_c0	Y	Y	rxn01973_c0	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase_c0	cpd00001_c0 + cpd02698_c0 <=> cpd00036_c0 + cpd00504_c0
rxn06075_c0	Y	Y	rxn06075_c0	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	cpd00001_c0 + cpd00978_c0 + cpd11420_c0 <-- cpd00014_c0 + cpd11421_c0
rxn00646_c0	Y	Y	rxn00646_c0	L-glutamate:L-cysteine gamma-ligase (ADP-forming)_c0	cpd00002_c0 + cpd00023_c0 + cpd00084_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00506_c0
rxn15750_c0	Y		rxn15750_c0	R08570 [c0]	cpd00176_c0 <=> cpd00020_c0 + cpd00448_c0
EX_cpd00797_e0	Y	Y	EX_cpd00797_e0	Exchange for (R)-3-Hydroxybutanoate_e0	cpd00797_e0 <=> 
rxn11946_c0	Y	Y	rxn11946_c0	R05614_c0	cpd00017_c0 + cpd03449_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd15560_c0
rxn03393_c0	Y	Y	rxn03393_c0	3-octaprenyl-4-hydroxybenzoate carboxy-lyase_c0	cpd00067_c0 + cpd03443_c0 --> cpd00011_c0 + cpd03444_c0
rxn14425_c0	Y		rxn14425_c0	cytochrome oxidase cbb3 (Ubiquinol-8: 2 protons) [c0]	cpd15561_c0 + cpd18081_c0 --> 2.0 cpd00067_e0 + cpd15560_c0 + cpd18082_c0
rxn08895_c0	Y	Y	rxn08895_c0	murein D,D-endopeptidase (murein4px4p) (periplasm)_c0	cpd00001_c0 + cpd15506_c0 <=> cpd15505_c0
rxn41896_c0	Y	Y	rxn41896_c0	rxn41896_c0	cpd00001_c0 + cpd19505_c0 + 2.0 cpd28260_c0 <=> 4.0 cpd00067_c0 + cpd03520_c0 + 2.0 cpd28253_c0
rxn10162_c0	Y	Y	rxn10162_c0	Hexadecanoate transport via proton symport_c0	cpd00067_e0 + cpd00214_e0 <=> cpd00067_c0 + cpd00214_c0
rxn02159_c0	Y	Y	rxn02159_c0	L-Histidinol:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00641_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd01324_c0
rxn00355_c0	Y	Y	rxn00355_c0	UTP:alpha-D-galactose-1-phosphate uridylyltransferase_c0	cpd00062_c0 + cpd00348_c0 --> cpd00012_c0 + cpd00043_c0
rxn01679_c0	Y	Y	rxn01679_c0	dUTP:uridine 5'-phosphotransferase_c0	cpd00249_c0 + cpd00358_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00978_c0
rxn05335_c0	Y	Y	rxn05335_c0	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase_c0	cpd11484_c0 <=> cpd00001_c0 + cpd11467_c0
rxn00950_c0	Y	Y	rxn00950_c0	Cystathionine L-homocysteine-lyase (deaminating)_c0	cpd00001_c0 + cpd00424_c0 --> cpd00013_c0 + cpd00020_c0 + cpd00135_c0
rxn05386_c0	Y	Y	rxn05386_c0	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0	cpd11522_c0 <=> cpd00001_c0 + cpd11523_c0
rxn02927_c0	Y	Y	rxn02927_c0	N2-succinyl-L-arginine iminohydrolase (decarboxylating)_c0	2.0 cpd00001_c0 + 2.0 cpd00067_c0 + cpd02103_c0 --> cpd00011_c0 + 2.0 cpd00013_c0 + cpd02160_c0
rxn16573_c0	Y	Y	rxn16573_c0	pimelyl-[acyl-carrier protein] methyl ester hydrolase_c0	cpd00001_c0 + cpd21088_c0 <=> cpd00116_c0 + cpd21087_c0
rxn08976_c0	Y	Y	rxn08976_c0	quinone reductase_c0	cpd00004_c0 + cpd00067_c0 + cpd15352_c0 --> cpd00003_c0 + cpd15353_c0
rxn09039_c0	Y	Y	rxn09039_c0	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN.c_c0	cpd00017_c0 + cpd15359_c0 <=> cpd00019_c0 + cpd00067_c0 + cpd15361_c0
rxn00328_c0	Y	Y	rxn00328_c0	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)_c0	cpd00830_c0 <=> cpd00020_c0 + cpd00040_c0
rxn05247_c0	Y	Y	rxn05247_c0	FACOAL140(ISO)_c0	cpd00002_c0 + cpd00010_c0 + cpd11430_c0 --> cpd00012_c0 + cpd00018_c0 + cpd11435_c0
rxn08715_c0	Y	Y	rxn08715_c0	Mercury (Hg+2) ABC transporter (periplasm)_c0	cpd00001_c0 + cpd00002_c0 + cpd00531_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00531_e0
rxn08816_c0	Y	Y	rxn08816_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)_c0	cpd00001_c0 + cpd15324_c0 <=> cpd00067_c0 + cpd02090_c0 + cpd15269_c0
